id,popularity,original_title,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,cast1,cast2,cast3,cast4,cast5,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,genres1,genres2,genres3,genres4,genres5
8046,0.470814,Gigli,Martin Brest,121,8/1/03,48,3.8,2003,64009042.8182565,8613020.0556926,Ben Affleck,Jennifer Lopez,Justin Bartha,Lainie Kazan,Lenny Venito,City Light Films,Revolution Studios,Casey Silver Productions,,,Drama,,,,
16072,0.469518,Gods and Generals,Ronald F. Maxwell,214,2/21/03,23,5.8,2003,66379748.1078215,15319421.7186001,Stephen Lang,Jeff Daniels,Robert Duvall,Kevin Conway,C. Thomas Howell,Turner Pictures,Antietam Filmworks,,,,Drama,History,War,,
13537,0.462609,Shattered Glass,Billy Ray,94,11/14/03,46,6.4,2003,7112115.86869516,2.37070528956505,Hayden Christensen,Peter Sarsgaard,ChloÃ« Sevigny,Rosario Dawson,Melanie Lynskey,Lions Gate Films,Cruise/Wagner Productions,Baumgarten Merims Productions,,,Drama,History,,,
10152,0.460673,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,85,6/13/03,110,4.2,2003,22521700.250868,46545852.7592875,Mimi Rogers,Eric Christian Olsen,Luis GuzmÃ¡n,Rachel Nichols,Eugene Levy,New Line Cinema,,,,,Comedy,,,,
14926,0.439958,Uptown Girls,Boaz Yakin,92,8/15/03,108,6.2,2003,23707052.8956505,43971435.1348954,Brittany Murphy,Dakota Fanning,Marley Shelton,Donald Faison,Jesse Spencer,GreeneStreet Films,Metro-Goldwyn-Mayer (MGM),,,,Comedy,,,,
1415,0.438475,Party Monster,Fenton Bailey|Randy Barbato,98,9/5/03,25,5.6,2003,5926763.22391264,880596.10910365,Seth Green,Macaulay Culkin,ChloÃ« Sevigny,Diana Scarwid,Marilyn Manson,ContentFilm,,,,,Comedy,Drama,Crime,,
11615,0.431188,The Life of David Gale,Alan Parker,130,2/21/03,246,7.2,2003,59267632.2391264,46176121.1183849,Kevin Spacey,Kate Winslet,Laura Linney,Gabriel Mann,Rhona Mitra,Universal Pictures,Intermedia Films,Saturn Films,,,Drama,Thriller,Crime,,
1807,0.426977,Elephant,Gus Van Sant,81,5/18/03,186,7.1,2003,3556057.93434758,11867776.7573208,Alex Frost,Eric Deulen,John Robinson,Elias McConnell,Jordan Taylor,HBO Films,Fearmakers Studios,,,,Drama,Crime,,,
11059,0.422393,House of the Dead,Uwe Boll,90,4/11/03,35,3.4,2003,8297468.51347769,16379417.3944336,Jonathan Cherry,Tyron Leitso,Clint Howard,Ona Grauer,Michael Eklund,Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,Mindfire Entertainment,,Horror,Action,Thriller,,
1088,0.421807,Whale Rider,Niki Caro,101,1/30/03,46,6.7,2003,9482821.15826022,49073599.4939966,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Cliff Curtis,Grant Roa,South Pacific Pictures,,,,,Drama,Family,,,
2662,0.407552,House of 1000 Corpses,Rob Zombie,89,4/11/03,140,5.8,2003,8297468.51347769,19948945.6762365,Sid Haig,Bill Moseley,Sheri Moon Zombie,Karen Black,Erin Daniels,Universal Pictures,Spectacle Entertainment Group,,,,Horror,,,,
9582,0.403468,A Guy Thing,Chris Koch,101,1/17/03,46,5.3,2003,23707052.8956505,20663260.5163301,Jason Lee,Julia Stiles,Selma Blair,James Brolin,Shawn Hatosy,Metro-Goldwyn-Mayer (MGM),David Ladd Films,,,,Comedy,Romance,,,
13920,0.388875,Radio,Mike Tollin,109,10/24/03,75,7.1,2003,37931284.6330408,61967255.1073289,Cuba Gooding Jr.,Ed Harris,Alfre Woodard,S. Epatha Merkerson,Debra Winger,Revolution Studios,Tollin/Robbins Productions,,,,Drama,,,,
237,0.383686,Young Adam,David Mackenzie,93,9/26/03,16,5.9,2003,7586256.92660817,2963381.61195632,Ewan McGregor,Tilda Swinton,Peter Mullan,Emily Mortimer,Jack McElhone,Recorded Picture Company (RPC),,,,,Drama,Thriller,Crime,Romance,
11375,0.36744,Hollywood Homicide,Ron Shelton,116,6/9/03,76,4.8,2003,88901448.3586895,60622086.1068609,Harrison Ford,Josh Hartnett,Lena Olin,Bruce Greenwood,Isaiah Washington,Columbia Pictures,Revolution Studios,,,,Action,Adventure,Comedy,Thriller,
302,0.366218,Swimming Pool,FranÃ§ois Ozon,102,5/18/03,68,6.2,2003,9245750.62930371,26600881.5704689,Charlotte Rampling,Ludivine Sagnier,Charles Dance,Jean-Marie Lamour,Marc Fayolle,France 2 CinÃ©ma,Canal Plus,FidÃ©litÃ© Productions,Gimages,FOZ,Thriller,Crime,,,
13370,0.360105,A Mighty Wind,Christopher Guest,91,4/16/03,33,6.5,2003,7112115.86869516,22225653.686423,Bob Balaban,Christopher Guest,John Michael Higgins,Eugene Levy,Jane Lynch,Castle Rock Entertainment,,,,,Comedy,Music,,,
15708,0.351678,Latter Days,C. Jay Cox,107,7/10/03,26,6.4,2003,1007549.74806514,971916.862210341,Steve Sandvoss,Wes Ramsey,Jacqueline Bisset,Joseph Gordon-Levitt,Rebekah Johnson,TLA Releasing,,,,,Drama,Comedy,Romance,,
2056,0.350293,The Station Agent,Tom McCarthy,88,1/26/03,107,7.4,2003,592676.322391263,10288640.4811204,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Michelle Williams,Raven Goodwin,Next Wednesday Productions,SenArt Films,,,,Drama,Comedy,,,
22309,0.346215,The Fighting Temptations,Jonathan Lynn,122,9/17/03,22,5.3,2003,17780289.6717379,35843377.2214101,BeyoncÃ© Knowles,Cuba Gooding Jr.,Wendell Pierce,LaTanya Richardson,Faith Evans,Paramount Pictures,,,,,Comedy,Music,Romance,,
16941,0.339709,Intermission,John Crowley,105,8/29/03,21,5.5,2003,5926763.22391264,5756425.6781521,Colin Farrell,Colm Meaney,Kelly Macdonald,Cillian Murphy,BrÃ­an F. O'Byrne,UK Film Council,Portman Film,Irish Film Board,Parallel Film Productions,Brown Sauce Film Productions,Romance,Action,Comedy,Crime,Mystery
8696,0.289415,Calendar Girls,Nigel Cole,108,9/2/03,46,6.5,2003,11853526.4478252,114436384.9684,Helen Mirren,Julie Walters,John Alderton,Linda Bassett,Annette Crosbie,Harbour Pictures,Touchstone Pictures,,,,Comedy,,,,
14527,0.284861,Foolproof,William Phillips,97,10/3/03,18,6.4,2003,9786590.29518599,546421.49148656,Ryan Reynolds,Kristin Booth,Joris Jarsky,David Suchet,Sean Sullivan,Alliance Atlantis Communications,TÃ©lÃ©film Canada,The Harold Greenberg Fund,Canadian Film or Video Production Tax Credit (CPTC),Movie Central Network,Action,,,,
321,0.276911,Mambo Italiano,Ã‰mile Gaudreault,92,6/6/03,13,5.2,2003,5170387.33057161,3593753.33380431,Luke Kirby,Ginette Reno,Paul Sorvino,Mary Walsh,Peter Miller,icon,,,,,Comedy,Romance,,,
10923,0.275184,Agent Cody Banks,Harald Zwart,102,3/12/03,161,4.9,2003,33189874.0539107,69693773.6270415,Frankie Muniz,Hilary Duff,Angie Harmon,Keith David,Cynthia Stevenson,Splendid Pictures,Maverick Films,Metro-Goldwyn-Mayer (MGM),Dylan Sellers Productions,Madacy Entertainment,Action,,,,
12253,0.264295,Biker Boyz,Reggie Rock Bythewood,110,1/31/03,30,5.8,2003,28448463.4747806,27868353.0757767,Laurence Fishburne,Derek Luke,Orlando Jones,Djimon Hounsou,Lisa Bonet,DreamWorks Pictures,,,,,Action,Drama,,,
24982,0.253381,Ghosts of the Abyss,James Cameron,92,4/10/03,23,6.7,2003,15409584.3821728,20199441.5092478,Bill Paxton,John Broadwater,James Cameron,Mike Cameron,Ken Marschall,Walt Disney Pictures,Walden Media,Earthship Productions,,,Family,Documentary,,,
1792,0.349751,Stuck on You,Bobby Farrelly|Peter Farrelly,118,12/10/03,104,4.8,2003,65194395.463039,40098486.2098443,Matt Damon,Greg Kinnear,Eva Mendes,Wen Yann Shih,Seymour Cassel,Twentieth Century Fox Film Corporation,Conundrum Entertainment,,,,Comedy,,,,
24914,0.208637,Kid's Story,Shinichiro Watanabe,15,6/2/03,16,6.8,2003,11.8535264478252,5.92676322391264,Clayton Watson,Keanu Reeves,Carrie-Anne Moss,Kevin Michael Richardson,John Demita,Studio 4Â°C,,,,,Science Fiction,Animation,,,
52036,0.371487,The Company,Robert Altman,112,9/10/03,12,4.9,2003,17780289.6717379,2704482.81404614,Neve Campbell,Malcolm McDowell,James Franco,Barbara E. Robertson,William Dick,Sony Pictures Classics,,,,,Drama,Thriller,,,
10629,0.193661,Veronica Guerin,Joel Schumacher,98,7/11/03,26,6.7,2003,20150994.9613029,1860906.45339169,Cate Blanchett,Gerard McSorley,CiarÃ¡n Hinds,Brenda Fricker,Don Wycherley,Jerry Bruckheimer Films,Touchstone Pictures,,,,Drama,Crime,Thriller,,
36658,0.175002,X2,Bryan Singer,133,4/24/03,2222,6.7,2003,130388790.926078,254790104.865777,Patrick Stewart,Hugh Jackman,Ian McKellen,Halle Berry,Famke Janssen,Twentieth Century Fox Film Corporation,Donners' Company,Bad Hat Harry Productions,Marvel Enterprises,XM2 Productions,Adventure,Action,Science Fiction,Thriller,
4997,0.161748,Wonderland,James Cox,104,10/23/03,23,6.4,2003,5926763.22391264,2923605.91860799,Val Kilmer,Dylan McDermott,Kate Bosworth,Josh Lucas,Lisa Kudrow,Lions Gate Films,,,,,Crime,Drama,Mystery,Thriller,
17813,0.143004,Alex & Emma,Rob Reiner,96,6/16/03,43,5.0,2003,35560579.3434758,18217562.7063402,Luke Wilson,Kate Hudson,Sophie Marceau,David Paymer,Paul Wilson,Epsilon Motion Pictures,Franchise Pictures,Escape Artists,Reiner-Greisman,,Comedy,Romance,,,
31246,0.135161999999999,From Justin to Kelly,Robert Iscove,90,6/20/03,12,3.5,2003,14224231.7373903,5834502.48615863,Kelly Clarkson,Justin Guarini ,Brandon Henschel,Greg Siff,Brian Dietzen,20th Century Fox,,,,,Comedy,Romance,,,
16930,0.126182,Les Clefs de bagnole,Laurent Baffie,90,12/10/03,12,4.8,2003,674722.876405176,674722.876405176,Laurent Baffie,Daniel Russo,Pascal Sellem,GÃ©rard Depardieu,Guillaume Canet,Laurent Baffie Productions,,,,,Comedy,,,,
28200,0.098984,Sylvia,Christine Jeffs,109,10/17/03,17,5.6,2003,8297468.51347769,11853526.4478252,Gwyneth Paltrow,Daniel Craig,Jared Harris,Michael Gambon,Blythe Danner,Focus Films,,,,,Drama,Romance,,,
597,4.355219,Titanic,James Cameron,194,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947,Kate Winslet,Leonardo DiCaprio,Frances Fisher,Billy Zane,Kathy Bates,Paramount Pictures,Twentieth Century Fox Film Corporation,Lightstorm Entertainment,,,Drama,Romance,Thriller,,
11970,3.48891,Hercules,John Musker|Ron Clements,93,6/26/97,909,7.0,1997,115469127.291128,343299361.863264,Tate Donovan,Josh Keaton,Roger Bart,Danny DeVito,James Woods,Walt Disney Pictures,,,,,Animation,Family,Fantasy,Adventure,Comedy
607,3.153414,Men in Black,Barry Sonnenfeld,98,7/1/97,2864,6.7,1997,122261428.896488,800663660.846796,Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,Rip Torn,Amblin Entertainment,Columbia Pictures Corporation,Parkes+MacDonald Image Nation,,,Action,Adventure,Comedy,Science Fiction,
782,3.077454,Gattaca,Andrew Niccol,106,9/7/97,1117,7.3,1997,48904571.5585954,17025280.2673449,Ethan Hawke,Jude Law,Gore Vidal,Uma Thurman,Alan Arkin,Columbia Pictures,Jersey Films,,,,Thriller,Science Fiction,Mystery,Romance,
18,2.972972,The Fifth Element,Luc Besson,126,5/7/97,2649,7.1,1997,122261428.896488,358525092.460205,Bruce Willis,Gary Oldman,Ian Holm,Milla Jovovich,Chris Tucker,Columbia Pictures,Gaumont,,,,Adventure,Fantasy,Action,Thriller,Science Fiction
415,2.604799,Batman & Robin,Joel Schumacher,125,6/20/97,828,4.4,1997,169807540.134012,323594923.43378,Arnold Schwarzenegger,George Clooney,Chris O'Donnell,Uma Thurman,Alicia Silverstone,PolyGram Filmed Entertainment,Warner Bros.,,,,Action,Crime,Fantasy,Science Fiction,
714,2.391809,Tomorrow Never Dies,Roger Spottiswoode,119,12/11/97,565,5.9,1997,149430635.31793,452382322.355841,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Ricky Jay,Eon Productions,,,,,Adventure,Action,Thriller,,
489,2.202087,Good Will Hunting,Gus Van Sant,126,12/5/97,1592,7.7,1997,13584603.2107209,306921606.651021,Robin Williams,Matt Damon,Ben Affleck,Stellan SkarsgÃ¥rd,Minnie Driver,Miramax Films,Lawrence Bender Productions,Be Gentlemen Limited Partnership,,,Drama,,,,
184,2.113737,Jackie Brown,Quentin Tarantino,154,12/24/97,763,7.1,1997,16301523.8528651,53894416.3884653,Pam Grier,Samuel L. Jackson,Robert Forster,Bridget Fonda,Michael Keaton,Miramax Films,,,,,Action,Crime,Drama,Thriller,
8078,2.064658,Alien: Resurrection,Jean-Pierre Jeunet,109,11/12/97,712,5.9,1997,95092222.4750467,220070572.013679,Sigourney Weaver,Winona Ryder,Dominique Pinon,Ron Perlman,Michael Wincott,Twentieth Century Fox Film Corporation,Brandywine Productions,,,,Science Fiction,Horror,Action,,
2649,2.01227,The Game,David Fincher,129,9/12/97,851,7.3,1997,67923016.0536048,148647683.99496,Michael Douglas,Sean Penn,Deborah Kara Unger,James Rebhorn,Peter Donat,PolyGram Filmed Entertainment,A&B Producoes,Popaganda Films,,,Drama,Thriller,Mystery,,
8413,1.949225,Event Horizon,Paul W.S. Anderson,96,8/15/97,358,6.2,1997,81507619.2643258,36234540.8913537,Laurence Fishburne,Sam Neill,Kathleen Quinlan,Joely Richardson,Richard T. Jones,Paramount Pictures,Impact Pictures,Golar Productions,,,Horror,Science Fiction,Mystery,,
9444,1.929641,Anastasia,Don Bluth|Gary Goldman,94,11/20/97,806,7.2,1997,71998397.0168211,189918659.471355,Meg Ryan,John Cusack,Christopher Lloyd,Angela Lansbury,Hank Azaria,Twentieth Century Fox Film Corporation,Fox Animation Studios,Fox Family Films,The Big Gun Project,Little Wolf Entertainment,Animation,Family,,,
9714,1.623577,Home Alone 3,Raja Gosnell,102,12/12/97,331,5.2,1997,43470730.274307,107430458.718088,Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny Von Dohlen,Scarlett Johansson,Twentieth Century Fox Film Corporation,Hughes Entertainment,,,,Comedy,Family,,,
816,1.616191,Austin Powers: International Man of Mystery,Jay Roach,94,5/2/97,581,6.3,1997,22414595.2976895,91946013.4283802,Mike Myers,Elizabeth Hurley,Michael York,Mimi Rogers,Seth Green,New Line Cinema,Capella International,Eric's Boy,,,Science Fiction,Comedy,Crime,,
563,1.55286,Starship Troopers,Paul Verhoeven,129,11/6/97,929,6.5,1997,142638333.71257,164664921.497974,Casper Van Dien,Dina Meyer,Denise Richards,Jake Busey,Neil Patrick Harris,TriStar Pictures,Touchstone Pictures,Big Bug Pictures,,,Adventure,Action,Thriller,Science Fiction,
9427,1.412516,The Full Monty,Peter Cattaneo,91,8/13/97,163,6.4,1997,4754611.12375233,350279159.520599,Robert Carlyle,Mark Addy,William Snape,Steve Huison,Tom Wilkinson,Channel Four Films,Twentieth Century Fox Film Corporation,Redwave Films,,,Comedy,,,,
1701,1.368403,Con Air,Simon West,115,6/1/97,728,6.5,1997,101884524.080407,304311731.323717,Nicolas Cage,John Cusack,John Malkovich,Ving Rhames,Nick Chinlund,Jerry Bruckheimer Films,Kouf/Bigelow Productions,Touchstone Pictures,Hiett Designs of Las Vegas,Runway Pictures Inc,Action,Thriller,Crime,,
754,1.330225,Face/Off,John Woo,138,6/27/97,955,6.7,1997,108676825.685767,333741296.174915,John Travolta,Nicolas Cage,Joan Allen,Alessandro Nivola,Gina Gershon,Paramount Pictures,Permut Presentations,WCG Entertainment Productions,Douglas/Reuther Productions,Touchstone Pictures,Action,Crime,Science Fiction,Thriller,
9366,1.308461,Donnie Brasco,Mike Newell,127,2/27/97,615,7.2,1997,47546111.2375233,56994198.6951988,Johnny Depp,Al Pacino,Michael Madsen,Bruno Kirby,James Russo,TriStar Pictures,Mark Johnson Productions,Phoenix Pictures,Baltimore Pictures,,Crime,Drama,Thriller,,
3597,1.307058,I Know What You Did Last Summer,Jim Gillespie,100,10/17/97,348,5.5,1997,23093825.4582256,170603779.915843,Jennifer Love Hewitt,Sarah Michelle Gellar,Ryan Phillippe,Freddie Prinze Jr.,Bridgette Wilson,Columbia Pictures Corporation,Mandalay Entertainment,Summer Knowledge LLC,,,Horror,Thriller,Mystery,,
1813,1.272247,The Devil's Advocate,Taylor Hackford,144,10/17/97,717,6.9,1997,77432238.3011095,207769251.929862,Keanu Reeves,Al Pacino,Charlize Theron,Jeffrey Jones,Judith Ivey,Regency Enterprises,Monarchy Enterprises B.V.,Kopelson Entertainment,Warner Bros.,New Regency Pictures,Drama,Horror,Mystery,Thriller,
9360,1.231579,Anaconda,Luis Llosa,89,4/11/97,331,4.7,1997,61130714.4482443,185953882.98902,Jennifer Lopez,Ice Cube,Jon Voight,Eric Stoltz,Owen Wilson,Columbia Pictures Corporation,Middle Fork Productions,Iguana Producciones,Skylight Cinema Foto Art,St. Tropez Films,Adventure,Horror,Thriller,,
2255,1.212565,Chasing Amy,Kevin Smith,113,4/4/97,227,6.7,1997,339615.080268024,16330421.020815,Ben Affleck,Joey Lauren Adams,Jason Lee,Dwight Ewell,Kevin Smith,Miramax Films,View Askew Productions,,,,Comedy,Drama,Romance,,
9619,1.176223,Dante's Peak,Roger Donaldson,108,2/7/97,216,5.5,1997,157581397.244363,241979494.041453,Pierce Brosnan,Linda Hamilton,Jamie RenÃ©e Smith,Jeremy Foley,Elizabeth Hoffman,Universal Pictures,Pacific Western,,,,Action,Adventure,Thriller,,
1639,1.172353,Speed 2: Cruise Control,Jan de Bont,121,6/12/97,233,4.4,1997,217353651.371535,223477680.157309,Sandra Bullock,Jason Patric,Willem Dafoe,Temuera Morrison,Mike Hagerty,Twentieth Century Fox Film Corporation,Blue Tulip Productions,,,,Action,Adventure,Thriller,,
2118,1.123404,L.A. Confidential,Curtis Hanson,138,9/19/97,728,7.5,1997,47546111.2375233,171460704.837137,Kevin Spacey,Guy Pearce,Danny DeVito,James Cromwell,Kim Basinger,Regency Enterprises,Wolper Organization,Warner Bros.,,,Crime,Drama,Mystery,Thriller,
4233,1.109101,Scream 2,Wes Craven,120,12/9/97,442,6.0,1997,32603047.7057303,234148705.217506,David Arquette,Neve Campbell,Courteney Cox,Sarah Michelle Gellar,Jamie Kennedy,Miramax Films,Konrad Pictures,Maven Entertainment,Dimension Films,,Horror,Mystery,,,
1624,1.087383,Liar Liar,Tom Shadyac,86,3/21/97,774,6.2,1997,61130714.4482443,245881318.114049,Jim Carrey,Maura Tierney,Justin Cooper,Cary Elwes,Anne Haney,Imagine Entertainment,Universal Pictures,,,,Comedy,,,,
686,1.037438,Contact,Robert Zemeckis,150,7/11/97,745,6.9,1997,122261428.896488,232460177.075302,Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt,Warner Bros.,South Side Amusement Company,,,,Drama,Science Fiction,Mystery,,
9769,1.031334,Lolita,Adrian Lyne,137,9/27/97,120,6.9,1997,84224539.90647,1440044.0141144,Jeremy Irons,Dominique Swain,Melanie Griffith,Frank Langella,Suzanne Shepherd,PathÃ©,Lolita Productions,,,,Drama,Romance,,,
11975,1.008461,The Rainmaker,Francis Ford Coppola,135,11/18/97,113,6.5,1997,54338412.8428838,62376108.7583333,Matt Damon,Danny DeVito,Jon Voight,Claire Danes,Mary Kay Place,Paramount Pictures,Constellation Entertainment,,,,Drama,Crime,Thriller,,
4824,0.981422,The Jackal,Michael Caton-Jones,124,11/13/97,295,6.0,1997,81507619.2643258,216443863.325307,Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,J.K. Simmons,Universal Pictures,Toho-Towa,Mutual Film Company,Marubeni,Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG),Action,Thriller,Adventure,Crime,
9574,0.96047,Flubber,Les Mayfield,93,11/26/97,385,5.1,1997,108676825.685767,241774999.575481,Robin Williams,Marcia Gay Harden,Christopher McDonald,Raymond J. Barry,Clancy Brown,Walt Disney Pictures,Great Oaks Entertainment,,,,Comedy,Family,Science Fiction,,
10003,0.938611,The Saint,Phillip Noyce,116,4/3/97,161,6.0,1997,92375301.8329025,160384313.858672,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Henry Goodman,Alun Armstrong,Paramount Pictures,Mace Neufeld Productions,Rysher Entertainment,,,Thriller,Action,Romance,Science Fiction,Adventure
8834,0.936736,Conspiracy Theory,Richard Donner,135,8/7/97,243,6.4,1997,101884524.080407,186085744.657005,Mel Gibson,Julia Roberts,Patrick Stewart,Cylk Cozart,Steve Kahan,Silver Pictures,Warner Bros.,Donner/Shuler-Donner Productions,,,Action,Drama,Mystery,Thriller,
9772,0.933349,Air Force One,Wolfgang Petersen,124,7/23/97,474,6.1,1997,115469127.291128,428127476.558069,Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,William H. Macy,Columbia Pictures Corporation,Beacon Communications,Radiant Productions,,,Action,Thriller,,,
586,0.855982,Wag the Dog,Barry Levinson,97,12/25/97,120,6.6,1997,20376904.8160814,87289923.2809533,Dustin Hoffman,Robert De Niro,Anne Heche,Denis Leary,Willie Nelson,New Line Cinema,Tribeca Productions,Baltimore Pictures,,,Comedy,Drama,,,
2898,0.855087,As Good as It Gets,James L. Brooks,139,12/19/97,480,7.0,1997,67923016.0536048,426798361.696852,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,Skeet Ulrich,Gracie Films,TriStar Pictures,,,,Comedy,Romance,,,
2163,0.835336,Breakdown,Jonathan Mostow,95,5/2/97,84,6.5,1997,48904571.5585954,68139206.8629415,Kurt Russell,J. T. Walsh,Kathleen Quinlan,M.C. Gainey,Jack Noseworthy,Paramount Pictures,Dino De Laurentiis Company,Spelling Films,,,Drama,Action,Thriller,,
978,0.824965,Seven Years in Tibet,Jean-Jacques Annaud,136,9/12/97,342,6.9,1997,95092222.4750467,178580044.897113,Brad Pitt,Jamyang Jamtsho Wangchuk,David Thewlis,BD Wong,Mako,TriStar Pictures,Mandalay Entertainment,Applecross,Reperage & Vanguard Films,,History,Drama,Adventure,War,
8874,0.797298,My Best Friend's Wedding,P.J. Hogan,105,6/19/97,336,6.3,1997,51621492.2007396,406571694.44152,Julia Roberts,Dermot Mulroney,Cameron Diaz,Rupert Everett,Philip Bosco,TriStar Pictures,,,,,Comedy,Romance,,,
4995,0.778274,Boogie Nights,Paul Thomas Anderson,155,9/11/97,438,7.3,1997,20376904.8160814,58551805.2239591,Mark Wahlberg,Burt Reynolds,John C. Reilly,Julianne Moore,Thomas Jane,New Line Cinema,Ghoulardi Film Company,Lawrence Gordon Productions,,,Drama,,,,
638,0.776305,Lost Highway,David Lynch,134,1/15/97,263,7.3,1997,20376904.8160814,4992614.73046449,Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,Robert Blake,Ciby 2000,October Films,Asymmetrical Productions,Lost Highway Productions,,Drama,Thriller,Mystery,,
9770,0.761869999999999,Mad City,Costa-Gavras,114,11/7/97,36,5.3,1997,67923016.0536048,14320240.7191688,John Travolta,Dustin Hoffman,Mia Kirshner,Alan Alda,Robert Prosky,Warner Bros.,Arnold Kopelson Productions,,,,Action,Drama,Thriller,,
1281,0.742726,Bean,Mel Smith,85,7/29/97,297,6.3,1997,24452285.7792977,341262444.345578,Rowan Atkinson,Peter MacNicol,John Mills,Pamela Reed,Harris Yulin,Tiger Aspect Productions,PolyGram Filmed Entertainment,Working Title Films,,,Comedy,,,,
4477,0.737243,The Devil's Own,Alan J. Pakula,107,3/12/97,147,5.8,1997,122261428.896488,191281465.506994,Harrison Ford,Brad Pitt,Margaret Colin,RubÃ©n Blades,Treat Williams,Columbia Pictures,,,,,Crime,Thriller,Drama,,
9437,0.712173,Kiss the Girls,Gary Fleder,115,10/3/97,170,6.1,1997,36678428.6689466,82224713.7893911,Morgan Freeman,Ashley Judd,Cary Elwes,Alex McArthur,Tony Goldwyn,Paramount Pictures,Rysher Entertainment,,,,Drama,Mystery,Thriller,Crime,
66,0.708978,Absolute Power,Clint Eastwood,121,2/14/97,91,6.2,1997,67923016.0536048,68015812.4781372,Clint Eastwood,Gene Hackman,Ed Harris,Scott Glenn,Laura Linney,Columbia Pictures,Castle Rock Entertainment,Malpaso Productions,,,Crime,Drama,Thriller,,
11419,0.706535999999999,Vegas Vacation,Stephen Kessler,93,2/13/97,69,6.1,1997,33961508.0268024,49448444.7327399,Chevy Chase,Beverly D'Angelo,Randy Quaid,Ethan Embry,Marisol Nichols,Jerry Weintraub Productions,Warner Bros.,,,,Comedy,,,,
10155,0.706041,U Turn,Oliver Stone,125,10/3/97,76,6.6,1997,25810746.1003698,9077364.99451521,Sean Penn,Nick Nolte,Jennifer Lopez,Joaquin Phoenix,Claire Danes,Illusion Entertainment Group,Phoenix Pictures,Clyde Is Hungry Films,Canal+ Droits Audiovisuels,,Thriller,,,,
4961,0.685381999999999,Mimic,Guillermo del Toro,105,8/22/97,99,5.3,1997,40753809.6321629,34614234.6264743,Mira Sorvino,Jeremy Northam,Giancarlo Giannini,Josh Brolin,Alexander Goodwin,Miramax Films,Dimension Films,,,,Fantasy,Horror,Thriller,,
6072,0.683051,One Eight Seven,Kevin Reynolds,119,7/29/97,67,6.4,1997,27169206.4214419,7765067.87207379,Samuel L. Jackson,John Heard,Kelly Rowan,"Clifton Collins, Jr.",Tony Plana,Icon Entertainment International,,,,,Drama,Thriller,,,
10336,0.676667,Spawn,Mark A.Z. DippÃ©,96,7/31/97,183,5.0,1997,54338412.8428838,119327211.658306,Michael Jai White,Martin Sheen,John Leguizamo,Theresa Randle,Nicol Williamson,New Line Cinema,Pull Down Your Pants Pictures,Todd McFarlane Entertainment,,,Action,Adventure,Fantasy,Horror,Science Fiction
431,0.663483,Cube,Vincenzo Natali,90,9/9/97,508,6.7,1997,339615.080268024,681699.841399757,Nicole de Boer,Nicky Guadagni,David Hewlett,Andrew Miller,Julian Richings,TÃ©lÃ©film Canada,Feature Film Project,Cube Libre,Harold Greenberg Fund,Odeon Films,Thriller,Science Fiction,Mystery,,
9746,0.660297,Kundun,Martin Scorsese,134,12/25/97,34,7.1,1997,38036888.9900187,7722560.29016712,Tenzin Thuthob Tsarong,Tencho Gyalpo,Tsewang Migyur Khangsar,Gyurme Tethong,Robert Lin,Touchstone Pictures,,,,,Drama,,,,
9922,0.648088,The Postman,Kevin Costner,177,12/25/97,148,6.1,1997,108676825.685767,23944539.4989319,Kevin Costner,Will Patton,Olivia Williams,Larenz Tate,Tom Petty,Tig Productions,Warner Bros.,,,,Drama,Adventure,,,
4421,0.638429,G.I. Jane,Ridley Scott,125,8/22/97,208,6.0,1997,67923016.0536048,65435887.1255319,Demi Moore,Viggo Mortensen,Anne Bancroft,Jason Beghe,Daniel von Bargen,Caravan Pictures,Hollywood Pictures,First Independent Films,Largo Entertainment,Scott Free Productions,Action,Drama,,,
11015,0.636839,The Relic,Peter Hyams,110,1/10/97,57,5.7,1997,81507619.2643258,46128704.6061993,Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Clayton Rohner,Paramount Pictures,Universal Pictures,Toho-Towa,Mutual Film Company,Pacific Western,Horror,Thriller,Mystery,,
